,text,sentiment,word_count,unique_word_count,stop_word_count,mean_word_length,char_count
11923, 6 november 1990 ko nawaz sharif nay wazeer-e-azam ki haisiyat say halaf uthaya,Negative,13,13,2,5.076923076923077,79
11924, app nay pehlay daur hukumat mein  kaye aham aqdamat keye lakin iskay sath sath people's party kay sath sath kashedgi ka silsila jari raha,Negative,24,21,2,4.708333333333333,138
11925, mulk ki saisi surathal tahal puri tarah bahal nahein hui thi iss par hukumat aur aik bari siasi jamat ki mahaz arai nay jalti par tail ka kaam keya,Negative,29,27,8,4.103448275862069,148
11926, benazir bhutto ki tarah nawaz sharif bhi 5 (panch) saal puray nahi kar sakay aur president ghulam ishaq khan nay unki hukumat ko bhi taqriban unhi ilzamat kay taihat rukhsat kar deya jo pehlay benazir bhutto ki hukumat per lagaya gaya thay,Negative,42,36,11,4.714285714285714,240
11927, agar chay mulk ki adalat-e-uzma nay aik ayni muqadmay kay baad unhain dobarah un kay uhday pay bahal to kar deya lakin phir bhi july 1993 mein sadar ghulam ishaq khan kay sath mian nawaz sharif ko bhi apnay uhday say istayfa dayna para,Negative,44,40,6,4.363636363636363,236
11928, unkay daur-e- hukumat mein nawaz sharif datkar unki mukhalfat kartay rahay,Negative,11,11,1,5.818181818181818,75
11929, nawaz sharif nay 2 june 1993 ko qaumi assembly mein mehran bank scandal mein sadar pakistan kay maluwis honay kay sabot faraham keye,Negative,23,21,1,4.782608695652174,133
11930,12 june 1994 ko bujat par bahas kartay huyae kaha kay bajat masakh shudah haqayaq ka majmua hay 20 july ko aik baray jalsa e amm say khaytab kartay huay kaha kay ajj mulk ko tornay walon ki aulad aqtaydar mein hay,Negative,42,36,8,4.095238095238095,213
11931,mujhay aqtaydar milay na milay unhain jana hoga unhon nay benazir hukumat kay khatmah kay leyeh tahryk najat ka alan keyah 4 november 1994 ko parlimant kay mushtarkah ijlas mein apozishan ki janib say zabardast ahtayjaj hua aur sadar kay khaytab ka mokammal tour par batkat keya geya,Negative,48,43,8,4.916666666666667,283
11932, 5 november 1996 ko sadar farooq ahmad khan leghri nay benazir hukumat ka khatma kar deya aur february 1997 mein election kar waye un election mein mian nawaz sharif ko zabardast kamyabi huie aur woh dobarah wazir-e-azam bangaye 1970 kay intakhabat kay baad mulki ki tareekh mein pahli martabah koi wazir-e- azam atna bhari mended lay kar aqtaydar mein ayaiss matabah wazir-e-azam bantay hi nawaz sharif nay athwein tarmem ka khatma kar deya jis kay tayhat koi sadar hukumat ko khatam kar nay ka akhtayar rakhta tha,Negative,87,62,19,4.919540229885057,515
11933," mulki satah par unhon nay “qarz utaro, mulk sanwaro” ki iskeem kay tayhat awam say paisay lay kar mulki qarzay utarnay ki mohim shuru ki jo agarchay kamyabi say hamkinar na hosaki lakin awami yaqjehti ka aik mazhar ban kar samnay aye",Negative,42,37,10,4.571428571428571,234
11934," nawaz sharif dour mein bhi establishment kay sath nawaz sharif ki khan cha tani ka silsila jari raha pehlay chief justice supreme court sajjad ali shah say mian nawaz sharif kay akhtalafat huye jis mein unhain kafi kamyabi rahi, iskay baad fouj kay sar barah general jahangir karamat ko unhon nay rukhsat keya",Negative,53,46,6,4.849056603773585,310
11935, inn kamyabiyon nay unkay ataymad ko barah deya aur unhon nay pak fouj kay dosray sarbarah general pervaiz musharraf ko bhi chand ikhtilafat ki bina par bar taraf kar na chaha lakin iss martaba unhain kamyabi hasil na hosaki,Negative,39,36,9,4.743589743589744,224
11936, general pervaiz musharraf ki sarbarahi mein unkay khaylaf fouji bagawat huie aur fouj ka kirdar qaumi sayasat mein kam kar nay ki yeh dyanat daranah koshish unkay leyeh afat ban gaie,Negative,31,28,6,4.903225806451613,183
11937,12 october 1999 ko fouj ki taraf say nawaz hukumat khatam honay kay bad nawaz sharif par moqadma chala jo “tayara shazish case” kay nam say mashoor huya,Negative,28,25,4,4.464285714285714,152
11938, iss mein agwa aur aqdam-e-qatal kay ilzamat shamil thay,Negative,9,9,2,5.222222222222222,56
11939, pervez musharraf  kay sath aik khufia mohaiday kay baad nawaz sharif saudi arab chlay gaye,Negative,15,14,0,5.0,91
11940, aik arsa tak nawaz sharif jaddah mein moqem rahay iss kay bad mulk mein jamhuryat ki bahali kay leye unhon nay mohtarma benazir bhutto kay sath milkar koshishon ka agaz keyah aur meshaq jamhuryat ki shakal mein aik tarykhi dasta wyz samnay layeh,Negative,43,36,5,4.72093023255814,246
11941,23 august 2007 ko adalat nay sharif khandan ki darkhast par fayslah sunatay huay unki watan wapsi par hukumty aytayrazat rad kartay huyae puray khandan ko watan wapsi ki ayjazat daydi iss say pahlay nawaz sharif ki watan wapsi ki aik koshish nakamy say hamkinar hochuki thie bahar hal iss martabah unhain apnay maqsad mein kamyabi hasil huie aur 25 november 2007 ko woh apnay khandan kay himrah lahore pahonch gayae,Negative,71,54,11,4.859154929577465,415
11942, nawaz sharif nay un intaykahbat mein bazat e khud hissah nahi leya magar aik aham quait kay tour par seyasi manzer namay par moujud rahay,Negative,25,24,3,4.52,138
11943, wukla tehreek kay daouran mazole chief justice iftekhar muhammad chaudhry ki bahali kay leye nawaz sharif nay bhar pur balkay kalidi kirdar ada keya iss kay alawa nro jaisay badnam zamana qanun ko parliament say manzoor nahi karwanay kay silsilay mein bhi mian sahab ka  kirdar sab say zayadah ahmeyat kay hamil raha,Negative,53,47,5,4.962264150943396,317
11944, iss waqt woh go mulk ki sarbarahi kay uhday par fayz nahin lakin agar ahmyat kay aitabar say daikha jaye to nawaz shareef ko  pakistani sayasat ki sab say aham saksiyat qarar deya jasakta hai,Negative,35,32,7,4.457142857142857,192
11945, in ki private zindagi ke is kamzor pehlon ki tasdeeq marcus mabry ne bhi ki hai,Negative,16,14,7,4.0,80
11946," condoleezza rice auhd o shabaab mein aik naujawan american footballer rick upchurch se raah o rasam rakhti thin lekin aik arsey tak saath rehne ke bad inhe yeh bataya gaya ke mazkoora naujawan se in ki shadi kamiyab nahi hogi, chunache inho ne is se laa talluqi ikhteyar kar ke shadi na karne ka faisla kar liya, par wo taa haal qaiym hai",Negative,63,54,15,4.380952380952381,339
11947," 15 baras ki umar mein jab inho ne apne barey mein khud faisle karne shuru kiye to inho ne is haqiqat ka bhi saamna kiya ke musalsal koshishon ke bawajood wo piano bajane mein itni maharat hasil nahi kar sakin ke inhe “ professional pianist ” qarar diya ja sake, chunache pianist banne ka khayal dil se nikaal kar inho ne shobaa siyasiyat ka rukh kar liya",Negative,67,54,16,4.298507462686567,355
11948, tahum bad mein barhe paimane par tabahi phelane wale hathiyar baraamad na hone par condoleezza rice ko zabardast tanqeed ka saamna karna parha,Negative,23,22,6,5.217391304347826,143
11949, condoleezza rice par is hawale se bhi tanqeed ki jati hai ke inho ne he america ke khilaaf sargarmiyon mein mulawwis alqaida ke arkaan ke khilaaf “ water boarding ” jaise azziyat rasani ke jadeed aur mohlik tariqe istemal karne ki tajveez bush administration se manzoor karai thi,Negative,48,41,12,4.833333333333333,280
11950,"condoleezza rice ke khayalat ke tanazur mein in ka shumar america ke qadamat pasand aur riwayaat pasand logon mein kiya ja sakta hai, maslan george bush ki sadarti mohim ke dauran wo aelania kaha karti thi ke “ isqaat hamal ” par pabandi aaiyd honi chahiye",Negative,46,40,7,4.586956521739131,256
11951, rice ne isqaat hamal ke khilaaf mohim chalane wale logon aur tanzeemon ko fund dene ki himayat karte hue kaha tha,Negative,21,21,5,4.428571428571429,114
11952, condoleezza rice ko awaiyl umer mein apni “ siyah rangat ” ke baiys nasli imtiaz ke waqeyaat ka bhi saamna karna parha tha,Negative,23,22,5,4.3478260869565215,123
11953, inhe hotel mein kam darjey ka kamra diya jata,Negative,9,9,2,4.111111111111111,46
11954, departmental stores mein goron ko fauqiyat di jati aur restaurant mein inhe qadrey veeraan nashiston par khana khana parhta tha,Negative,20,18,5,5.4,128
11955," 2004 aur 2005 mein inhe duniya ki sab se taqatwar khatoon qarar diya gaya, jab ke 2006 mein inhe mazkora list mein germany ki chancellor angela marker ke bad dosre number par rakha gaya",Negative,34,29,6,4.470588235294118,186
11956, hindu se shadi hona bohat mushkil amar tha,Negative,8,8,2,4.375,43
11957, 1942 mein india chor do ( quit india ) tehreek ke dauran bhi wo gandhi ji ke sath giraftar hue aur 21 month ki jail kaati,Negative,26,24,6,3.6923076923076925,122
11958, allama ne wahin taleem paai aur apni siyasi zindagi ka aaghaz khilafat committee mein shamoliyat se kiya aur isi silsile mein jail bhi gaey,Negative,24,22,6,4.833333333333333,140
11959, alipur jail mein in ki mulaqat calcutta corporation ke us waqt ke meyar mohammed usman se hui,Negative,17,16,4,4.529411764705882,94
11960, halan ke mohammed ali jinnah aur mohammed ali jauhar mein siyasi ikhtelafat bhi qaiym rahe,Negative,15,13,2,5.066666666666666,91
11961, bad azaa isi shehar mein 28 november 1975 ko inteqal kar gaey,Negative,12,12,2,4.166666666666667,62
11962, shahbaz sharif ko party ki qayadat sounphney ka faisla say pata chalta hai muslim leage ko sharif naam ki kashish par kitna yaqeen tha kay is be basi kay alam mein bhi inhein apni qayadat kay liye koi aur naam mouzo malom na huwa,Negative,44,37,14,4.2272727272727275,230
11963,11 may 2004 ko shahbaz sharif nay pakistan wapas aney ki koshish ki magar lahore kay alama iqbal bain ul aqwami hawai adde (alama iqbal international airport) say unhein wapas bhej diya gaya,Negative,33,30,4,4.787878787878788,190
11964, 2 august 2006 ko mian shahbaz sharif ko dobara agli muddat kay liye chuna gaya nawaz shrif kay mutabiq pakistani hukumat nay inhein apne bhai nawaz shahrif say mutanafir karne ki koshish bhi ki magar na kami hoi shahbaz sharif kay mutabiq woh nawaz sharif ko apne walid ki jaga samjhte hain,Negative,52,39,12,4.596153846153846,291
11965, march 2009 na ahali kay case mein faisla in kay khalaf aney par shahbaz sharif ko kuch arsa kay liye iqtedar say alag bhi hona para lakin bad aza ye faisla khatam kardiya gaya aur woh aik bar phir suba punjab ki halat sudharne kay mission mein jet gaye in kay halqa-e-ahbab mein shamil afrad ka kehna hai kay shahbaz sharif is kam kay liye itni mehnat kar rahay hain kay in ki apni sahat kharab ho rahi hai,Negative,79,62,21,4.151898734177215,407
11966, quaid e azam ko bhi chundrigar ki shakhsiyat par mukammal aitemad ibrahim ismail chundrigar ne 26 september 1960 ko karachi mein wafaat paai,Negative,23,21,6,5.130434782608695,141
11967, garmiyon ki chutiyon ke liyeh waten wapas aye to taleem adhori chor di,Negative,13,13,3,4.461538461538462,71
11968, abhi shamuliyat ikhteyar na ki thi ke unhon ne aik roze apney dost ko alla angrez officer se jhar partey dekhi iss per angrez ki nokri se nafrat ho gaye,Negative,30,27,9,4.1,153
11969,khan abdul ghaffar khan (bacha khan) ke barey bhai abdul jabbar khan (doctor khan ) englishtan mein thay unhon ney abdul ghaffar khan ko waheen bolaya lakin walid sahib ney janey na deya keonkey doctor khan sahib ne waheen molazmat ikhteyar ker ke aik angrez khatoon se shadi ker li thi aur un walda ka kheyal tha ke bara beta to hat se geya ab chota beta bhi waheen jaker kisi angrez larki se shadi karey ga aur waheen ka ho rahey ga,Negative,83,59,20,4.240963855421687,434
11970, iss tarah bacha khan taleem ke liyeh baher na jasake,Negative,10,10,1,4.3,53
11971,1927 mein ghazi amanullah khan ke khelaf afghanistan mein sorish huye to khan abdul ghaffar khan (bacha khan) aik wafd ke sath amanullah khan se mulaqat ke liye balochistan ke raste kandahar ja rahe thay ke unhein sibbi mein griftar kar liya gaya,Negative,43,33,7,4.744186046511628,246
11972, 1930 mein sarhad mein angrezon ke khelaf azadi ka ahang intehai taiz ho gaya qissa khawani bazar mein firing huye hazaron ki tadad mein pakhtoon shaheed kiye gaye khan abdul ghaffar khan (bacha khan) ko atmanjai se peshawar atey huye griftar ker liya geya aur agley 7 saalon mein abdul ghaffar khan sirf chand mah jail aur nazar bandiyon se azad reh sake,Negative,63,52,9,4.634920634920635,355
11973, iss tehreek ki kamyabi par inhein aur sathiyon ko kai bar tashadud ka nishana banaya gaya aur paband slasal kiya gaya,Negative,21,19,8,4.619047619047619,118
11974,1931 mein app jail se chutey to issi baras phir mount marlow islahat ke khelaf tahreek chalane ke jurm mein pandrah hazar razakaron samait griftar huye,Negative,26,24,2,4.846153846153846,151
11975,1934 mein rahai pai to un ka punjab aur sarhad mein dakhla mamnun qarar diya,Negative,15,14,3,4.133333333333334,76
11976, iss ke baad azadi ki jaddojehad mein congress ke sath rahe,Negative,11,10,1,4.363636363636363,59
11977,"1944 mein ""hindustan chor do” ki tahreek mein lathi charj ka shikar hoker app ki do paslian toot gayein",Negative,19,17,3,4.473684210526316,103
11978, zakhmi halat mein app ko qaid mein dal diya gaya,Negative,10,9,2,3.9,49
11979, 1948 mein karachi mein peoples party ki bunyad bacha khan ne rakhi lakin iss se pashter ke iss nauzaidah jamat ka dhancah khara hota june 1948 mein griftar ker liye gaye,Negative,31,27,6,4.483870967741935,170
11980, january 1954 mein reha keye gaye to soba sarhad mein dakhla aur naqlo harkat ki azadi na thi,Negative,18,17,5,4.166666666666667,93
11981, lakin one unit bana aur phir khan abdul ghaffar khan aur doctor khan sahib ke raste juda hogaye,Negative,18,15,2,4.333333333333333,96
11982, june 1956 mein apney bhai doctor khan sahab hi ki wazarat aala ke zamane mein griftar ker liye gaye,Negative,19,18,3,4.2631578947368425,100
11983, baghawat aur inteshar phelane ilzam mein moqadmat qaim huay,Negative,9,9,1,5.666666666666667,60
11984, january 1957 mein rahai pai to national awami party banai october 1958 mein mashalla nafiz hua to masaibka key daur  ka agaz hua,Negative,23,20,3,4.565217391304348,129
11985, 1960 aur 1970 ka darmeyani arsa khan abdul ghaffar khan ney jailon aur jila watni mein guzara,Negative,17,15,3,4.529411764705882,94
11986, dekha jaye to unki pori zindagi hi jail ke chakker katte huye guzer gae ,Negative,14,14,2,4.142857142857143,73
11987, 1919 se 1964 tak koi ais arsa na tha jab app mosalsal teen saalon tak jail se bahar rahe hon,Negative,20,18,5,3.65,93
11988,khan abdul ghaffar khan ne national congress ki hamnawai mein do qaumi nazere musalmanon ke judagana tashkhus aur qiyam pakistan ko kabhi tasleem nahein kiya,Negative,25,24,4,5.32,157
11989, qiyam pakistan ke sath hi pakhtunistan ke daye ho gae,Negative,10,9,2,4.4,54
11990, 1965 mein kabul chale gaye wahan se al india radio kabul per apni taqreron  zareye se pakistan ki mokhalfat aur pakhtunistan qaim ki tahreek chalai,Negative,25,22,5,4.88,148
11991, jab russian afwaj  ne afghanistan per hamla kiya to unhon ne afghan mojahideen ki bhi hemayat nahein ki,Negative,18,16,6,4.722222222222222,104
11992, agarchay khan abdul ghaffar khan zindagi phar apne pakistani hone se inkari rahey aur pakistan ko aik “ghulam” reyasat qarar detey rahey (yahi waja hai key unhon ney dafan hone ke leye afghanistan ki “azad” sarzamine ka intekhab kiya) iss hawale se unhein iss kitab mein shamil nahein kiya jana chahiye tha,Negative,52,47,9,4.903846153846154,307
11993,may 1965 mein momin shahi key halqa se qaumi assembly key rukun chuney gae 13 june 1969 ki hizb e ikhtelaf key leader muntakhib huae 28 september 1969 ko pakistan democratic party ke leader baney 26 march 1971 ko sadar yahya khan ne sheikh mujibur rahman ko jo ke awami league ka sarbarah thay mashriqi pakistan mein qaumi assembly ki 162 nishashton (seats) mein se 160 nishashtain (seats) hasil ki thin ghair ioni qarar de dia aur sheikh mujibur rahman ko griftar(arrest) kar liya iss waja se yeh hamaray azli dushman bharat se ja mila,Negative,95,73,20,4.652631578947369,536
11994,yani bharti afwaj ko sheikh mujibur rahman ki hami mosllah tanzeem mukti bahini ka mokammal tawun hasil tha,Negative,18,18,4,5.0,107
11995," 17 april 1971 ko all india radio ne khaber nashar ki ke “mashriqi pakistan"" mein azad hukumat ke qayam ka alan kar diya gaya hai",Negative,25,24,7,4.16,129
11996, bharat ko ruse aur bartania ki mukammal hamayat aur madad hasil thi,Negative,12,11,5,4.666666666666667,68
11997, 21 november 1971 ko bharat ki bari fauj ne mashriqi pakistan par hamla kar dia,Negative,15,15,5,4.266666666666667,79
11998, 25 november 1971 tak mashriqi pakistan mein jangi halat bahut kharab ho gaye to sadar yahya khan ne majburan bangali rehnuma nurul amin ko aburi daur ke lia wazir azam namzad kar deye aur unke sath zulfiqar ali bhutto ko naib wazir azam aur wazir e kharja bana diya,Negative,49,44,8,4.428571428571429,266
11999, 16 december 1971 ko saqoot e dhaka ka saneha huwa,Negative,10,10,2,4.0,50
12000, pakistan ke do tukrey hojaney ka nurul amin ko be inteha sadma huwa,Negative,13,13,2,4.230769230769231,68
12001, iss moqa par unhon ne kaha “kash allah tala mujhey pakistan ke iss almiya se pehley hi iss duniya se utha leta”,Negative,22,19,5,4.090909090909091,112
12002, 2 october 1974 ko nurul amin inteqal kar gaye,Negative,9,9,2,4.111111111111111,46
12003, pir pagara ki ibtedai zindagi mushkil halaat mein guzri,Negative,9,9,1,5.222222222222222,56
12004, wo abhi 2 saal ke the ke in ke walid syed sabghat ullah shah ko angrez hukomat ne hurriyat pasandi ke jurm mein giriftar kar liya,Negative,26,23,4,4.0,130
12005," is ke bad inho ne hur jamat ko angrezon ke khilaf munazzam kiya, jis par angrez hukomat ne inhe baghi qarar de kar 20 march 1943 ko hyderabad jail mein phansi de di aur in ke jasd e khaki ko virsa ke hawale karne ke bajae ghayab kar diya",Negative,49,40,12,3.857142857142857,238
12006, pir jo goth mein in ke aabaai ghar kangri house aur atraaf ke makanon aur aabaadi ko bombing se tabah kar diya gaya,Negative,23,21,7,4.043478260869565,116
12007," is ke ilawa in ke mureedon ko, jo hur kehlate the  barhi tadad mein phansiyan di gai",Negative,17,16,3,3.9411764705882355,85
12008," us dauran pir pagara ki rohani gaddi ko hamesha ke liye khatam karne ki sazish bhi ki gai, ta ke is khitte mein azaadi ka naam lene wala koi baqi na rahe",Negative,32,29,12,3.8125,154
12009, yehi wajah hai ke 20 march 1943 se 4 february 1952 tak kangri house mein takht pagara par koi pir muajood nahi tha,Negative,23,23,6,4.0,115
12010, walid ki phansi ke bad sikander ali shah ko in ke chote bhai aur khandan ke deegar afraad ke sath kuch arsey bandar road ( ma jinnah road ) ke aik bungalow mein nazar band rakha gaya aur wahan se aligarh muntaqil kar diya gaya,Negative,45,38,11,4.044444444444444,227
12011, in ki pesh goiyan aur siyasi tabsarey news papers namak mirch laga kar shaey karte the,Negative,16,16,3,4.4375,87
12012," marshal law ke khatme ke bad yeh jamhoriyat ki janib pehli peshraft thi, jis se bad mein aam intekhabaat ki raah hamwar hui aur jis ke natije mein pakistan muslim league aur peoples party ki hukomatein qaiym hui thin aur mohammad khan junejo, miyan mohammad nawaz sharif aur benazir bhutto ko wazarat uzma ke mansab tak pohanchne ka mauqa mila tha",Negative,61,48,14,4.704918032786885,348
12013, october 1966 mein chohdri muhammad anwar bhander speaker maghribi pakistan ne governor maghribi pakistan nawab of kala bhag malik ameer muhammad khan ko sifarish kar ke unhen additional section judge muqarar kar deya,Negative,33,29,4,5.575757575757576,217
12014, us commotion ne general asif nawaz jinjuwa ki muat ko fitri qarar diya jab ke bad mein ye baat sabit hoi ke unhen zahar deya gaya tha,Negative,27,26,6,3.962962962962963,134
12015, august 1994 mein high court ne muhammad nawaz sharif ki 3 factories seal aur 14 par excise ka imla mutayan kar deya,Negative,22,22,6,4.2727272727272725,116
12016, is fasle ko unhon ne kaladam qarar de deya,Negative,9,9,4,3.7777777777777777,43
12017,18 december 1997 ko ayein ke article (g) 63-1 ke tehat qayam muqam chief election commissioner justice mukhtar ahmed junejo ne unhen na ehel qarar dete hoye khazat e naamzadgi mustarad kar deye kyun ke un par ilzam tha ke 27 june 1996 ko haft rozah jaridah “takbeer” karachi ko aik interview dete hoye fakhar un nisa judge lahore high court par badunwani ke ilzamat legaye aur nizam e adal par baat cheet karte hoye kaha ke “nizam e adal ki bunyadi kharabi ye hai ken a to ise islami nizam e adal ke usolon par istawar kiya gaya aur na hi angreez ke nizam e adal ki khubiyon se arastah rehne deye gaya,Negative,114,84,22,4.280701754385965,601
12018,ate jate hukumranon ne adliya ko apne maqasid ke leye istemal karna chaha,Negative,13,13,3,4.6923076923076925,73
12019, arzi aur juzwaqti mafadat ke leye mun zor intezamiya hamesha adalti waqar se khelti rahi,Negative,15,15,3,4.933333333333334,89
12020, jis tarha burro curacy mein apne hawari paida keye gaye isi tarha adliya mein ye sab se bari badqismati rahi hai,Negative,21,19,3,4.380952380952381,113
12021, phele adwar mein isi tarha hota tha ke agar 6 judge leye gaye hain to in mein se aki adh judge aesa ajata tha jis ki hamdardiyan ya wabastagiyan hoti thein,Negative,31,28,8,4.032258064516129,156
12022, mazi ke tajurbat bataye hain ke ye judge bhi jab masnad e adalat par beth jata tha to amomi muhall ki waja se is ki zaheni kefiyat phele jesi nahi rehti thi aur neek naami ki khatir adala o insaf se nahi khelta tha,Negative,44,38,15,3.8863636363636362,215
12023,"munasib tadat mein deyanatdar, bakirdar aur khuaf e khuda rakhne wale judges ki kami hamesh hi aik masla rahi hai lekin aj kal jo kuch ho raha hai i sne pore nizam e adal ki choleinholadi hain aur awam ka etemad adalaton se uthta jar aha hai",Negative,47,42,16,4.148936170212766,241
12024," agar kisi judge ki taqaruri par woqla ki anjumanon, qumi akhbaraat ke sahafiyon aur bakhbar logon ko kisi tarha ka tajub  uar heart na ho to wo shkhs theek hai lekin agar kisi shakhs ke taqarur par bar association ke dafatir mein qehqaye gunjane lagein, sahafi aur bakhabar log heart se aik dosre ka mun dekhne lagen hata ke aam log bhi cha magoyan karne lagein to aesa judge yaqenan  mayar par pora nahi utarta aur wo munsif bane ka ehel nahi",Negative,82,63,21,4.390243902439025,444
12025, is tarha ki taqarariyon aur intezamiya ke mafad parastana iqdat ne adliya ke idare ko shaded nuqsan phochya hai aur aaj halat ye ho chuki hai ke adalaton ke eyanon mein aesi awazein aur sazishein nazar aney lagi hain jo aam kisim ke sarkari daftaron ka khasa hoti hain,Negative,49,41,14,4.489795918367347,269
12026, 3 vote mustarad kar deye gaye,Negative,6,6,1,4.0,30
12027," jin arkan ne apna haq e raidahi istamal nahi kiya in mein mulana azam tariq, owees laghari, raja khalid aur amanabbasi shamil han",Negative,23,23,3,4.6521739130434785,130
12028,blochistan subai assembly ke 43 member’s mein se 38 ne apna haq e raidahi istamal kiya,Negative,16,16,2,4.4375,86
12029, muhammad rafiq tarar ne nawaz sharif ki jila watni tak bara aham kardar ada kiya,Negative,15,15,2,4.4,81
12030, is ke bad 20 june 2001 ko general parvez musharraf ne unhen bhi sadar e pakistan ke uhde se farigh kar diya aur khud sadar e mumlikat ke uhde par faiz ho gaye,Negative,33,28,9,3.8181818181818183,159
12031,bangladesh ke founder sheikh mujeeb ur rehman ki sahabzadi apni inteqami khou par qaboo pane mien musalsal nakaam dikhai de rahi hain,Negative,22,22,5,5.090909090909091,133
12032," miss haseena wajid ne na sirf tamam opposition jamaton ko dara dhamka kar unhe qaid o band mien rakh kar, unhe election ke amal se bahar rakh kar past ke parliamentary intekhabat mien kamiyabi hasil kar li hai",Negative,38,32,8,4.526315789473684,210
12033, wo islam pasandon bil khusoos jamaat islami ko dewaar se lagane ki policy par bhi amal peyra hain,Negative,18,18,7,4.444444444444445,98
12034, mubsireen yeh sawal utha rahe hain ke aaya haseena wajid siyasi madbar politician hone ke bawajood siyasi mukhalfeen se is qadar khaiyf kyun hain ??? lekin inhe is ka jawab nahi mil raha hai,Negative,34,30,10,4.617647058823529,191
12035,december 2013 mien jamat e islami ke markazi rehnuma abdul qadir ko phansi diye jane ke bad yeh umeed ki ja rahi thi ke haseena wajid aur in ke sathiyon ka gussa qadre thanda ho chukka ho ga,Negative,38,34,11,4.026315789473684,190
12036, lekin ab lag raha hai ke jamat e islami ke 75 sala ameer maulana mutee ur rehman nizami samait aik darjan se zaiyd aeham siyasi karkuno ko phansi ki saza suna kar bangladesh ko danista taur par tabahi ki janib dhakela ja raha hai,Negative,44,39,13,4.2272727272727275,230
12037," abdul qadir ki phansi par bangladesh ke siyasi aur samaji halqon hatta ke zaraey iblaagh ne bhi maslehatan khamoshi ikhteyar kar rakhi thi, lekin taza sazaon ke faisle ke bad zaraey iblaagh ne bhi zaban khol di hai",Negative,38,31,9,4.657894736842105,215
12038,bengali zaraey iblaagh ne ab ki baar haseena wajid ki policy par karhi tanqeed karte hue jamaat ke sarbarah maulana mutee urrehman nizami aur in ke deegar sathiyon ko saza e maut sunae jane ki khule alfaaz mien muzammat ki hai,Negative,41,37,10,4.536585365853658,226
12039," siyasi, samaji aur iblaaghi halqon ki janib se miss haseena wajid ko yeh mashwara diya ja raha hai ke wo apna zehni muaaiyna karaey, kyun ke jis qisam ki siyasi inteqami policy inho ne apna rakhi hai wo kisi bhi soorat mien mulk o qaum ke mafaad mien nahi hai",Negative,50,42,15,4.2,260
12040,"opposition ke musalsal aehtejaaj, siyasi inarki aur haseena wajid ki inteqami siyasat ke natijey mien maeshiyat badtareen tabahi se do chaar hui hai",Negative,23,22,5,5.478260869565218,148
12041, haseena wajid ke iqdamaat ke baiys gher jamhori quwwaton ko siyasat mien madakhlat ka mauqa mil sakta hai,Negative,18,17,4,4.888888888888889,106
12042, bengali siyasat se ba khabar halqon ka khayal hai ke haseena wajid danista taur par mulk ko fauj ke hawale karne ki sazish kar rahi hain,Negative,26,25,9,4.269230769230769,137
12043, agar inhe halaat ki nazakat ka mamooli sa bhi idraak ho to yeh andaza lar lena chahiye ke agar ab ki baar fauj ne iqtedar sambhala to haseena wajid apni zindagi ke baqiya ayyam mien siyasat ke qabil bhi nahi rahengi,Negative,41,35,11,4.2682926829268295,216
12044, unhen kamiyab karane ke leye panjab aur sindh ke wozra e aala ne do mehfooz tareen nashistein khali karaein thein aur unhen kamiyab karane ki zimedari qabol kit hi,Negative,29,24,5,4.655172413793103,164
12045," janab shaukat azizne bhi hasbe riwayat bhohat wade waed keye, intakhabi nare lagaye, wahan ke awam ko kuch khawab dekhaye lekin natija wohi dhak ke teen pat",Negative,27,26,4,4.814814814814815,157
12046, wazir e azam muntakheb hone ke bad shaukat azizsahab ne aik bar bhi us elaqe ka dorah nahi kiya,Negative,19,19,4,4.052631578947368,96
12047,wazir e azam shaukat azizpar us waqat qatilana hamla hoa jab wo abhi wazir e azam nahi bane the yani wo aik intekhabi jalse se  khitab kar ke wapis lot rahe the aur apni gari ke qareb phochne se chand lamhe phele aik zoordar damaka hoa aur wo bal bal bach gaye,Negative,52,40,11,4.0,260
12048, ye aik khudkush hamla tha jis mein hamla awar apne maqsad mein kamiyab nahi ho saka,Negative,16,14,2,4.25,84
12049, mumkin hai esa hi hoa ho kyun ke wazir e azam shaukat azizaksar o beshtar khzane ki tijoriyon ke bhare hoye hone ka dawa karte the lekin ese bhare hoye khazane ka kia faiedeha jo is mulik ke awam ke muan se roti ka akhari newala bhi cheen lene ke darpe ho,Negative,52,43,13,3.923076923076923,256
12050, ho sakta ha ke wazir e azam shaukat azizki apni mali position phele se bhetar hogai ho lekin un ke dor e hukumat mein awam ki halat din badin abtar hoti chali ja rahi hai aur log khudkushiyan karne par majboor hen,Negative,42,39,9,4.095238095238095,214
12051,13 september ko jab panjub assembly ne perviz musharaf ke donon uhde apne pas rakhne ke bare mein qarardad pass ki to ugle chand roz mein wazir e azam shaukat azizne waze  tor par kha ke sadar ka wardi mein rehna mm ke sath kiye gaye muhaide ki khilaf warzi nahi,Negative,51,45,7,4.137254901960785,262
12052," dosri taraf awam ki halat ye hai ke un ke mun se roti ka akhiri niwala bhi chena ja raha hai, log berozgari aur bhook ke hathon khud kushi karne par majbor hain",Negative,33,31,10,3.878787878787879,161
12053, insaf ki farhami ki sorat e haal ye hai ke koi jaiz kaam bhi rishwat ke bagher hone ka tasawor bhi khatam ho chukka hai,Negative,25,21,9,3.8,120
12054, mulik ka khazana bhara hoa hai lakin is ke samrat awam tak nahi phonche,Negative,14,14,4,4.142857142857143,72
